match_no,inningno,ballnumber,over,outcome,batter,bowler,comment,BattingTeam
1,2,76,12.1,w,Hardik Pandya,Ravindra Jadeja,"Ravindra Jadeja to Hardik Pandya, no run,                           Wicket - b RA Jadeja batsmen out 8(11)",Gujarat Titans
1,2,77,12.2,0,Vijay Shankar,Ravindra Jadeja,"Ravindra Jadeja to Vijay Shankar, no run,",Gujarat Titans
1,2,78,12.3,0,Vijay Shankar,Ravindra Jadeja,"Ravindra Jadeja to Vijay Shankar, no run,",Gujarat Titans
1,2,79,12.4,0,Vijay Shankar,Ravindra Jadeja,"Ravindra Jadeja to Vijay Shankar, no run,",Gujarat Titans
1,2,80,12.5,2,Vijay Shankar,Ravindra Jadeja,"Ravindra Jadeja to Vijay Shankar, 2 runs,",Gujarat Titans
1,2,81,12.6,1,Vijay Shankar,Ravindra Jadeja,"Ravindra Jadeja to Vijay Shankar, 1 run,",Gujarat Titans
1,2,82,13.1,1wd,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, 1 wide,",Gujarat Titans
1,2,83,13.1,0,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, no run,",Gujarat Titans
1,2,84,13.2,4,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, Four,",Gujarat Titans
1,2,85,13.3,1,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, 1 run,",Gujarat Titans
1,2,86,13.4,1,Shubman Gill,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Shubman Gill, 1 run,",Gujarat Titans
1,2,87,13.5,1wd,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, 1 wide,",Gujarat Titans
1,2,88,13.5,1,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, 1 run,",Gujarat Titans
1,2,89,13.6,4,Shubman Gill,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Shubman Gill, Four,",Gujarat Titans
1,2,90,14.1,1,Vijay Shankar,Tushar Deshpande,"Tushar Deshpande to Vijay Shankar, 1 run,",Gujarat Titans
1,2,91,14.2,1,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, 1 run,",Gujarat Titans
1,2,92,14.3,2,Vijay Shankar,Tushar Deshpande,"Tushar Deshpande to Vijay Shankar, 2 runs,",Gujarat Titans
1,2,93,14.4,1,Vijay Shankar,Tushar Deshpande,"Tushar Deshpande to Vijay Shankar, 1 run,",Gujarat Titans
1,2,94,14.5,6,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, Six,",Gujarat Titans
1,2,95,14.6,w,Shubman Gill,Tushar Deshpande,"Tushar Deshpande to Shubman Gill, no run,                           Wicket - c RD Gaikwad b TU Deshpande batsmen out 63(36)",Gujarat Titans
1,2,96,15.1,1,Vijay Shankar,Mitchell Santner,"Mitchell Santner to Vijay Shankar, 1 run,",Gujarat Titans
1,2,97,15.2,1,Rahul Tewatia,Mitchell Santner,"Mitchell Santner to Rahul Tewatia, 1 run,",Gujarat Titans
1,2,98,15.3,4,Vijay Shankar,Mitchell Santner,"Mitchell Santner to Vijay Shankar, Four,",Gujarat Titans
1,2,99,15.4,1,Vijay Shankar,Mitchell Santner,"Mitchell Santner to Vijay Shankar, 1 run,",Gujarat Titans
1,2,100,15.5,0,Rahul Tewatia,Mitchell Santner,"Mitchell Santner to Rahul Tewatia, no run,",Gujarat Titans
1,2,101,15.6,0,Rahul Tewatia,Mitchell Santner,"Mitchell Santner to Rahul Tewatia, no run,",Gujarat Titans
1,2,102,16.1,1,Vijay Shankar,Deepak Chahar,"Deepak Chahar to Vijay Shankar, 1 run,",Gujarat Titans
1,2,103,16.2,1,Rahul Tewatia,Deepak Chahar,"Deepak Chahar to Rahul Tewatia, 1 run,",Gujarat Titans
1,2,104,16.3,0,Vijay Shankar,Deepak Chahar,"Deepak Chahar to Vijay Shankar, no run,",Gujarat Titans
1,2,105,16.4,1,Vijay Shankar,Deepak Chahar,"Deepak Chahar to Vijay Shankar, 1 run,",Gujarat Titans
1,2,106,16.5,0,Rahul Tewatia,Deepak Chahar,"Deepak Chahar to Rahul Tewatia, no run,",Gujarat Titans
1,2,107,16.6,1,Rahul Tewatia,Deepak Chahar,"Deepak Chahar to Rahul Tewatia, 1 run,",Gujarat Titans
1,2,108,17.1,0,Rahul Tewatia,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Rahul Tewatia, no run,",Gujarat Titans
1,2,109,17.2,0,Rahul Tewatia,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Rahul Tewatia, no run,",Gujarat Titans
1,2,110,17.3,1,Rahul Tewatia,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Rahul Tewatia, 1 run,",Gujarat Titans
1,2,111,17.4,6,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, Six,",Gujarat Titans
1,2,112,17.5,0,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, no run,",Gujarat Titans
1,2,113,17.6,w,Vijay Shankar,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Vijay Shankar, no run,                           Wicket - c Mitchell Santner b RS Hangargekar batsmen out 27(21)",Gujarat Titans
1,2,114,18.1,0,Rahul Tewatia,Deepak Chahar,"Deepak Chahar to Rahul Tewatia, no run,",Gujarat Titans
1,2,115,18.2,4lb,Rahul Tewatia,Deepak Chahar,"Deepak Chahar to Rahul Tewatia, 4 leg bye,",Gujarat Titans
1,2,116,18.3,1,Rahul Tewatia,Deepak Chahar,"Deepak Chahar to Rahul Tewatia, 1 run,",Gujarat Titans
1,2,117,18.4,6,Rashid Khan,Deepak Chahar,"Deepak Chahar to Rashid Khan, Six,",Gujarat Titans
1,2,118,18.5,4,Rashid Khan,Deepak Chahar,"Deepak Chahar to Rashid Khan, Four,",Gujarat Titans
1,2,119,18.6,0,Rashid Khan,Deepak Chahar,"Deepak Chahar to Rashid Khan, no run,",Gujarat Titans
1,2,120,19.1,1wd,Rahul Tewatia,Tushar Deshpande,"Tushar Deshpande to Rahul Tewatia, 1 wide,",Gujarat Titans
1,2,121,19.1,6,Rahul Tewatia,Tushar Deshpande,"Tushar Deshpande to Rahul Tewatia, Six,",Gujarat Titans
1,2,122,19.2,4,Rahul Tewatia,Tushar Deshpande,"Tushar Deshpande to Rahul Tewatia, Four,",Gujarat Titans
2,1,1,0.1,0,Prabhsimran Singh,Umesh Yadav,"Umesh Yadav to Prabhsimran Singh, no run,",Punjab Kings
2,1,2,0.2,2,Prabhsimran Singh,Umesh Yadav,"Umesh Yadav to Prabhsimran Singh, 2 runs,",Punjab Kings
2,1,3,0.3,0,Prabhsimran Singh,Umesh Yadav,"Umesh Yadav to Prabhsimran Singh, no run,",Punjab Kings
2,1,4,0.4,6,Prabhsimran Singh,Umesh Yadav,"Umesh Yadav to Prabhsimran Singh, Six,",Punjab Kings
2,1,5,0.5,0,Prabhsimran Singh,Umesh Yadav,"Umesh Yadav to Prabhsimran Singh, no run,",Punjab Kings
2,1,6,0.6,1,Prabhsimran Singh,Umesh Yadav,"Umesh Yadav to Prabhsimran Singh, 1 run,",Punjab Kings
2,1,7,1.1,4,Prabhsimran Singh,Tim Southee,"Tim Southee to Prabhsimran Singh, Four,",Punjab Kings
2,1,8,1.2,4,Prabhsimran Singh,Tim Southee,"Tim Southee to Prabhsimran Singh, Four,",Punjab Kings
2,1,9,1.3,0,Prabhsimran Singh,Tim Southee,"Tim Southee to Prabhsimran Singh, no run,",Punjab Kings
2,1,10,1.4,0,Prabhsimran Singh,Tim Southee,"Tim Southee to Prabhsimran Singh, no run,",Punjab Kings
2,1,11,1.5,6,Prabhsimran Singh,Tim Southee,"Tim Southee to Prabhsimran Singh, Six,",Punjab Kings
2,1,12,1.6,w,Prabhsimran Singh,Tim Southee,"Tim Southee to Prabhsimran Singh, no run,                           Wicket - c Rahmanullah Gurbaz b Tim Southee batsmen out 23(12)",Punjab Kings
2,1,13,2.1,0,Shikhar Dhawan,Umesh Yadav,"Umesh Yadav to Shikhar Dhawan, no run,",Punjab Kings
2,1,14,2.2,0,Shikhar Dhawan,Umesh Yadav,"Umesh Yadav to Shikhar Dhawan, no run,",Punjab Kings
2,1,15,2.3,0,Shikhar Dhawan,Umesh Yadav,"Umesh Yadav to Shikhar Dhawan, no run,",Punjab Kings
2,1,16,2.4,1,Shikhar Dhawan,Umesh Yadav,"Umesh Yadav to Shikhar Dhawan, 1 run,",Punjab Kings
2,1,17,2.5,0,Bhanuka Rajapaksa,Umesh Yadav,"Umesh Yadav to Bhanuka Rajapaksa, no run,",Punjab Kings
2,1,18,2.6,0,Bhanuka Rajapaksa,Umesh Yadav,"Umesh Yadav to Bhanuka Rajapaksa, no run,",Punjab Kings
2,1,19,3.1,4,Shikhar Dhawan,Tim Southee,"Tim Southee to Shikhar Dhawan, Four,",Punjab Kings
2,1,20,3.2,4,Shikhar Dhawan,Tim Southee,"Tim Southee to Shikhar Dhawan, Four,",Punjab Kings
2,1,21,3.3,1,Shikhar Dhawan,Tim Southee,"Tim Southee to Shikhar Dhawan, 1 run,",Punjab Kings
2,1,22,3.4,2,Bhanuka Rajapaksa,Tim Southee,"Tim Southee to Bhanuka Rajapaksa, 2 runs,",Punjab Kings
2,1,23,3.5,1,Bhanuka Rajapaksa,Tim Southee,"Tim Southee to Bhanuka Rajapaksa, 1 run,",Punjab Kings
2,1,24,3.6,0,Shikhar Dhawan,Tim Southee,"Tim Southee to Shikhar Dhawan, no run,",Punjab Kings
2,1,25,4.1,0,Bhanuka Rajapaksa,Sunil Narine,"Sunil Narine to Bhanuka Rajapaksa, no run,",Punjab Kings
2,1,26,4.2,0,Bhanuka Rajapaksa,Sunil Narine,"Sunil Narine to Bhanuka Rajapaksa, no run,",Punjab Kings
2,1,27,4.3,4,Bhanuka Rajapaksa,Sunil Narine,"Sunil Narine to Bhanuka Rajapaksa, Four,",Punjab Kings
2,1,28,4.4,4,Bhanuka Rajapaksa,Sunil Narine,"Sunil Narine to Bhanuka Rajapaksa, Four,",Punjab Kings
2,1,29,4.5,0,Bhanuka Rajapaksa,Sunil Narine,"Sunil Narine to Bhanuka Rajapaksa, no run,",Punjab Kings
2,1,30,4.6,6,Bhanuka Rajapaksa,Sunil Narine,"Sunil Narine to Bhanuka Rajapaksa, Six,",Punjab Kings
2,1,31,5.1,0,Shikhar Dhawan,Varun Chakravarthy,"Varun Chakravarthy to Shikhar Dhawan, no run,",Punjab Kings
2,1,32,5.2,0,Shikhar Dhawan,Varun Chakravarthy,"Varun Chakravarthy to Shikhar Dhawan, no run,",Punjab Kings
2,1,33,5.3,1,Shikhar Dhawan,Varun Chakravarthy,"Varun Chakravarthy to Shikhar Dhawan, 1 run,",Punjab Kings
2,1,34,5.4,0,Bhanuka Rajapaksa,Varun Chakravarthy,"Varun Chakravarthy to Bhanuka Rajapaksa, no run,",Punjab Kings
2,1,35,5.5,1,Bhanuka Rajapaksa,Varun Chakravarthy,"Varun Chakravarthy to Bhanuka Rajapaksa, 1 run,",Punjab Kings
2,1,36,5.6,4,Shikhar Dhawan,Varun Chakravarthy,"Varun Chakravarthy to Shikhar Dhawan, Four,",Punjab Kings
2,1,37,6.1,2,Bhanuka Rajapaksa,Shardul Thakur,"Shardul Thakur to Bhanuka Rajapaksa, 2 runs,",Punjab Kings
2,1,38,6.2,4,Bhanuka Rajapaksa,Shardul Thakur,"Shardul Thakur to Bhanuka Rajapaksa, Four,",Punjab Kings
2,1,39,6.3,0,Bhanuka Rajapaksa,Shardul Thakur,"Shardul Thakur to Bhanuka Rajapaksa, no run,",Punjab Kings
2,1,40,6.4,6,Bhanuka Rajapaksa,Shardul Thakur,"Shardul Thakur to Bhanuka Rajapaksa, Six,",Punjab Kings
2,1,41,6.5,0,Bhanuka Rajapaksa,Shardul Thakur,"Shardul Thakur to Bhanuka Rajapaksa, no run,",Punjab Kings
2,1,42,6.6,1,Bhanuka Rajapaksa,Shardul Thakur,"Shardul Thakur to Bhanuka Rajapaksa, 1 run,",Punjab Kings
2,1,43,7.1,0,Bhanuka Rajapaksa,Sunil Narine,"Sunil Narine to Bhanuka Rajapaksa, no run,",Punjab Kings
2,1,44,7.2,2,Bhanuka Rajapaksa,Sunil Narine,"Sunil Narine to Bhanuka Rajapaksa, 2 runs,",Punjab Kings
2,1,45,7.3,4,Bhanuka Rajapaksa,Sunil Narine,"Sunil Narine to Bhanuka Rajapaksa, Four,",Punjab Kings
2,1,46,7.4,1,Bhanuka Rajapaksa,Sunil Narine,"Sunil Narine to Bhanuka Rajapaksa, 1 run,",Punjab Kings
2,1,47,7.5,1,Shikhar Dhawan,Sunil Narine,"Sunil Narine to Shikhar Dhawan, 1 run,",Punjab Kings
2,1,48,7.6,2,Bhanuka Rajapaksa,Sunil Narine,"Sunil Narine to Bhanuka Rajapaksa, 2 runs,",Punjab Kings
2,1,49,8.1,1,Shikhar Dhawan,Shardul Thakur,"Shardul Thakur to Shikhar Dhawan, 1 run,",Punjab Kings
2,1,50,8.2,4,Bhanuka Rajapaksa,Shardul Thakur,"Shardul Thakur to Bhanuka Rajapaksa, Four,",Punjab Kings
2,1,51,8.3,1,Bhanuka Rajapaksa,Shardul Thakur,"Shardul Thakur to Bhanuka Rajapaksa, 1 run,",Punjab Kings
2,1,52,8.4,5nb,Shikhar Dhawan,Shardul Thakur,"Shardul Thakur to Shikhar Dhawan, 5 no ball,",Punjab Kings
2,1,53,8.4,0,Shikhar Dhawan,Shardul Thakur,"Shardul Thakur to Shikhar Dhawan, no run,",Punjab Kings
2,1,54,8.5,1,Shikhar Dhawan,Shardul Thakur,"Shardul Thakur to Shikhar Dhawan, 1 run,",Punjab Kings
2,1,55,8.6,0,Bhanuka Rajapaksa,Shardul Thakur,"Shardul Thakur to Bhanuka Rajapaksa, no run,",Punjab Kings
2,1,56,9.1,4,Shikhar Dhawan,Varun Chakravarthy,"Varun Chakravarthy to Shikhar Dhawan, Four,",Punjab Kings
2,1,57,9.2,1,Shikhar Dhawan,Varun Chakravarthy,"Varun Chakravarthy to Shikhar Dhawan, 1 run,",Punjab Kings
2,1,58,9.3,1lb,Bhanuka Rajapaksa,Varun Chakravarthy,"Varun Chakravarthy to Bhanuka Rajapaksa, 1 leg bye,",Punjab Kings
2,1,59,9.4,1,Shikhar Dhawan,Varun Chakravarthy,"Varun Chakravarthy to Shikhar Dhawan, 1 run,",Punjab Kings
2,1,60,9.5,1,Bhanuka Rajapaksa,Varun Chakravarthy,"Varun Chakravarthy to Bhanuka Rajapaksa, 1 run,",Punjab Kings
2,1,61,9.6,1,Shikhar Dhawan,Varun Chakravarthy,"Varun Chakravarthy to Shikhar Dhawan, 1 run,",Punjab Kings
2,1,62,10.1,4,Shikhar Dhawan,Umesh Yadav,"Umesh Yadav to Shikhar Dhawan, Four,",Punjab Kings
2,1,63,10.2,1,Shikhar Dhawan,Umesh Yadav,"Umesh Yadav to Shikhar Dhawan, 1 run,",Punjab Kings
2,1,64,10.3,2,Bhanuka Rajapaksa,Umesh Yadav,"Umesh Yadav to Bhanuka Rajapaksa, 2 runs,",Punjab Kings
2,1,65,10.4,2,Bhanuka Rajapaksa,Umesh Yadav,"Umesh Yadav to Bhanuka Rajapaksa, 2 runs,",Punjab Kings
2,1,66,10.5,0,Bhanuka Rajapaksa,Umesh Yadav,"Umesh Yadav to Bhanuka Rajapaksa, no run,",Punjab Kings
2,1,67,10.6,w,Bhanuka Rajapaksa,Umesh Yadav,"Umesh Yadav to Bhanuka Rajapaksa, no run,                           Wicket - c RK Singh b UT Yadav batsmen out 50(32)",Punjab Kings
2,1,68,11.1,1,Shikhar Dhawan,Sunil Narine,"Sunil Narine to Shikhar Dhawan, 1 run,",Punjab Kings
2,1,69,11.2,1,Jitesh Sharma,Sunil Narine,"Sunil Narine to Jitesh Sharma, 1 run,",Punjab Kings
2,1,70,11.3,1wd,Shikhar Dhawan,Sunil Narine,"Sunil Narine to Shikhar Dhawan, 1 wide,",Punjab Kings
2,1,71,11.3,1,Shikhar Dhawan,Sunil Narine,"Sunil Narine to Shikhar Dhawan, 1 run,",Punjab Kings
2,1,72,11.4,2,Jitesh Sharma,Sunil Narine,"Sunil Narine to Jitesh Sharma, 2 runs,",Punjab Kings
2,1,73,11.5,0,Jitesh Sharma,Sunil Narine,"Sunil Narine to Jitesh Sharma, no run,",Punjab Kings
2,1,74,11.6,6,Jitesh Sharma,Sunil Narine,"Sunil Narine to Jitesh Sharma, Six,",Punjab Kings
2,1,75,12.1,1,Shikhar Dhawan,Umesh Yadav,"Umesh Yadav to Shikhar Dhawan, 1 run,",Punjab Kings
2,1,76,12.2,0,Jitesh Sharma,Umesh Yadav,"Umesh Yadav to Jitesh Sharma, no run,",Punjab Kings
2,1,77,12.3,1,Jitesh Sharma,Umesh Yadav,"Umesh Yadav to Jitesh Sharma, 1 run,",Punjab Kings
2,1,78,12.4,1,Shikhar Dhawan,Umesh Yadav,"Umesh Yadav to Shikhar Dhawan, 1 run,",Punjab Kings
2,1,79,12.5,4,Jitesh Sharma,Umesh Yadav,"Umesh Yadav to Jitesh Sharma, Four,",Punjab Kings
2,1,80,12.6,1,Jitesh Sharma,Umesh Yadav,"Umesh Yadav to Jitesh Sharma, 1 run,",Punjab Kings
2,1,81,13.1,0,Jitesh Sharma,Tim Southee,"Tim Southee to Jitesh Sharma, no run,",Punjab Kings
2,1,82,13.2,6,Jitesh Sharma,Tim Southee,"Tim Southee to Jitesh Sharma, Six,",Punjab Kings
2,1,83,13.3,w,Jitesh Sharma,Tim Southee,"Tim Southee to Jitesh Sharma, no run,                           Wicket - c UT Yadav b Tim Southee batsmen out 21(11)",Punjab Kings
2,1,84,13.4,4,Sikandar Raza,Tim Southee,"Tim Southee to Sikandar Raza, Four,",Punjab Kings
2,1,85,13.5,1,Sikandar Raza,Tim Southee,"Tim Southee to Sikandar Raza, 1 run,",Punjab Kings
2,1,86,13.6,2,Shikhar Dhawan,Tim Southee,"Tim Southee to Shikhar Dhawan, 2 runs,",Punjab Kings
2,1,87,14.1,0,Sikandar Raza,Varun Chakravarthy,"Varun Chakravarthy to Sikandar Raza, no run,",Punjab Kings
2,1,88,14.2,1,Sikandar Raza,Varun Chakravarthy,"Varun Chakravarthy to Sikandar Raza, 1 run,",Punjab Kings
2,1,89,14.3,w,Shikhar Dhawan,Varun Chakravarthy,"Varun Chakravarthy to Shikhar Dhawan, no run,                           Wicket - b Varun Chakravarthy batsmen out 40(29)",Punjab Kings
2,1,90,14.4,0,Sam Curran,Varun Chakravarthy,"Varun Chakravarthy to Sam Curran, no run,",Punjab Kings
2,1,91,14.5,0,Sam Curran,Varun Chakravarthy,"Varun Chakravarthy to Sam Curran, no run,",Punjab Kings
2,1,92,14.6,0,Sam Curran,Varun Chakravarthy,"Varun Chakravarthy to Sam Curran, no run,",Punjab Kings
2,1,93,15.1,1,Sikandar Raza,Shardul Thakur,"Shardul Thakur to Sikandar Raza, 1 run,",Punjab Kings
2,1,94,15.2,2,Sam Curran,Shardul Thakur,"Shardul Thakur to Sam Curran, 2 runs,",Punjab Kings
2,1,95,15.3,1,Sam Curran,Shardul Thakur,"Shardul Thakur to Sam Curran, 1 run,",Punjab Kings
2,1,96,15.4,6,Sikandar Raza,Shardul Thakur,"Shardul Thakur to Sikandar Raza, Six,",Punjab Kings
2,1,97,15.5,0,Sikandar Raza,Shardul Thakur,"Shardul Thakur to Sikandar Raza, no run,",Punjab Kings
2,1,98,15.6,0,Sikandar Raza,Shardul Thakur,"Shardul Thakur to Sikandar Raza, no run,",Punjab Kings
2,1,99,16.1,1wd,Sam Curran,Varun Chakravarthy,"Varun Chakravarthy to Sam Curran, 1 wide,",Punjab Kings
2,1,100,16.1,1,Sam Curran,Varun Chakravarthy,"Varun Chakravarthy to Sam Curran, 1 run,",Punjab Kings
2,1,101,16.2,1,Sikandar Raza,Varun Chakravarthy,"Varun Chakravarthy to Sikandar Raza, 1 run,",Punjab Kings
2,1,102,16.3,1,Sam Curran,Varun Chakravarthy,"Varun Chakravarthy to Sam Curran, 1 run,",Punjab Kings
2,1,103,16.4,1,Sikandar Raza,Varun Chakravarthy,"Varun Chakravarthy to Sikandar Raza, 1 run,",Punjab Kings
2,1,104,16.5,0,Sam Curran,Varun Chakravarthy,"Varun Chakravarthy to Sam Curran, no run,",Punjab Kings
2,1,105,16.6,6,Sam Curran,Varun Chakravarthy,"Varun Chakravarthy to Sam Curran, Six,",Punjab Kings
2,1,106,17.1,1,Sikandar Raza,Sunil Narine,"Sunil Narine to Sikandar Raza, 1 run,",Punjab Kings
2,1,107,17.2,2,Sam Curran,Sunil Narine,"Sunil Narine to Sam Curran, 2 runs,",Punjab Kings
2,1,108,17.3,1,Sam Curran,Sunil Narine,"Sunil Narine to Sam Curran, 1 run,",Punjab Kings
2,1,109,17.4,0,Sikandar Raza,Sunil Narine,"Sunil Narine to Sikandar Raza, no run,",Punjab Kings
2,1,110,17.5,w,Sikandar Raza,Sunil Narine,"Sunil Narine to Sikandar Raza, no run,                           Wicket - c N Rana b SP Narine batsmen out 16(13)",Punjab Kings
2,1,111,17.6,0,Shahrukh Khan,Sunil Narine,"Sunil Narine to Shahrukh Khan, no run,",Punjab Kings
2,1,112,18.1,1,Sam Curran,Shardul Thakur,"Shardul Thakur to Sam Curran, 1 run,",Punjab Kings
2,1,113,18.2,1,Shahrukh Khan,Shardul Thakur,"Shardul Thakur to Shahrukh Khan, 1 run,",Punjab Kings
2,1,114,18.3,1,Sam Curran,Shardul Thakur,"Shardul Thakur to Sam Curran, 1 run,",Punjab Kings
2,1,115,18.4,0,Shahrukh Khan,Shardul Thakur,"Shardul Thakur to Shahrukh Khan, no run,",Punjab Kings
2,1,116,18.5,4,Shahrukh Khan,Shardul Thakur,"Shardul Thakur to Shahrukh Khan, Four,",Punjab Kings
2,1,117,18.6,1,Shahrukh Khan,Shardul Thakur,"Shardul Thakur to Shahrukh Khan, 1 run,",Punjab Kings
2,1,118,19.1,4,Shahrukh Khan,Tim Southee,"Tim Southee to Shahrukh Khan, Four,",Punjab Kings
2,1,119,19.2,1,Shahrukh Khan,Tim Southee,"Tim Southee to Shahrukh Khan, 1 run,",Punjab Kings
2,1,120,19.3,6,Sam Curran,Tim Southee,"Tim Southee to Sam Curran, Six,",Punjab Kings
2,1,121,19.4,2,Sam Curran,Tim Southee,"Tim Southee to Sam Curran, 2 runs,",Punjab Kings
2,1,122,19.5,2,Sam Curran,Tim Southee,"Tim Southee to Sam Curran, 2 runs,",Punjab Kings
2,1,123,19.6,0,Sam Curran,Tim Southee,"Tim Southee to Sam Curran, no run,",Punjab Kings
2,2,1,0.1,0,Mandeep Singh,Sam Curran,"Sam Curran to Mandeep Singh, no run,",Kolkata Knight Riders
2,2,2,0.2,1,Mandeep Singh,Sam Curran,"Sam Curran to Mandeep Singh, 1 run,",Kolkata Knight Riders
2,2,3,0.3,1,Rahmanullah Gurbaz,Sam Curran,"Sam Curran to Rahmanullah Gurbaz, 1 run,",Kolkata Knight Riders
2,2,4,0.4,1,Mandeep Singh,Sam Curran,"Sam Curran to Mandeep Singh, 1 run,",Kolkata Knight Riders
2,2,5,0.5,6,Rahmanullah Gurbaz,Sam Curran,"Sam Curran to Rahmanullah Gurbaz, Six,",Kolkata Knight Riders
2,2,6,0.6,4,Rahmanullah Gurbaz,Sam Curran,"Sam Curran to Rahmanullah Gurbaz, Four,",Kolkata Knight Riders
2,2,7,1.1,w,Mandeep Singh,Arshdeep Singh,"Arshdeep Singh to Mandeep Singh, no run,                           Wicket - c Sam Curran b Arshdeep Singh batsmen out 2(4)",Kolkata Knight Riders
2,2,8,1.2,0,Anukul Roy,Arshdeep Singh,"Arshdeep Singh to Anukul Roy, no run,",Kolkata Knight Riders
2,2,9,1.3,4,Anukul Roy,Arshdeep Singh,"Arshdeep Singh to Anukul Roy, Four,",Kolkata Knight Riders
2,2,10,1.4,0,Anukul Roy,Arshdeep Singh,"Arshdeep Singh to Anukul Roy, no run,",Kolkata Knight Riders
2,2,11,1.5,0,Anukul Roy,Arshdeep Singh,"Arshdeep Singh to Anukul Roy, no run,",Kolkata Knight Riders
2,2,12,1.6,w,Anukul Roy,Arshdeep Singh,"Arshdeep Singh to Anukul Roy, no run,                           Wicket - c Sikandar Raza b Arshdeep Singh batsmen out 4(5)",Kolkata Knight Riders
2,2,13,2.1,4,Rahmanullah Gurbaz,Sam Curran,"Sam Curran to Rahmanullah Gurbaz, Four,",Kolkata Knight Riders
2,2,14,2.2,0,Rahmanullah Gurbaz,Sam Curran,"Sam Curran to Rahmanullah Gurbaz, no run,",Kolkata Knight Riders
2,2,15,2.3,1,Rahmanullah Gurbaz,Sam Curran,"Sam Curran to Rahmanullah Gurbaz, 1 run,",Kolkata Knight Riders
2,2,16,2.4,1,Venkatesh Iyer,Sam Curran,"Sam Curran to Venkatesh Iyer, 1 run,",Kolkata Knight Riders
2,2,17,2.5,0,Rahmanullah Gurbaz,Sam Curran,"Sam Curran to Rahmanullah Gurbaz, no run,",Kolkata Knight Riders
2,2,18,2.6,1,Rahmanullah Gurbaz,Sam Curran,"Sam Curran to Rahmanullah Gurbaz, 1 run,",Kolkata Knight Riders
2,2,19,3.1,0,Rahmanullah Gurbaz,Arshdeep Singh,"Arshdeep Singh to Rahmanullah Gurbaz, no run,",Kolkata Knight Riders
2,2,20,3.2,0,Rahmanullah Gurbaz,Arshdeep Singh,"Arshdeep Singh to Rahmanullah Gurbaz, no run,",Kolkata Knight Riders
2,2,21,3.3,0,Rahmanullah Gurbaz,Arshdeep Singh,"Arshdeep Singh to Rahmanullah Gurbaz, no run,",Kolkata Knight Riders
2,2,22,3.4,0,Rahmanullah Gurbaz,Arshdeep Singh,"Arshdeep Singh to Rahmanullah Gurbaz, no run,",Kolkata Knight Riders
2,2,23,3.5,4,Rahmanullah Gurbaz,Arshdeep Singh,"Arshdeep Singh to Rahmanullah Gurbaz, Four,",Kolkata Knight Riders
2,2,24,3.6,1,Rahmanullah Gurbaz,Arshdeep Singh,"Arshdeep Singh to Rahmanullah Gurbaz, 1 run,",Kolkata Knight Riders
2,2,25,4.1,0,Rahmanullah Gurbaz,Nathan Ellis,"Nathan Ellis to Rahmanullah Gurbaz, no run,",Kolkata Knight Riders
2,2,26,4.2,w,Rahmanullah Gurbaz,Nathan Ellis,"Nathan Ellis to Rahmanullah Gurbaz, no run,                           Wicket - b Nathan Ellis batsmen out 22(16)",Kolkata Knight Riders
2,2,27,4.3,0,Nitish Rana,Nathan Ellis,"Nathan Ellis to Nitish Rana, no run,",Kolkata Knight Riders
2,2,28,4.4,4,Nitish Rana,Nathan Ellis,"Nathan Ellis to Nitish Rana, Four,",Kolkata Knight Riders
2,2,29,4.5,2,Nitish Rana,Nathan Ellis,"Nathan Ellis to Nitish Rana, 2 runs,",Kolkata Knight Riders
2,2,30,4.6,0,Nitish Rana,Nathan Ellis,"Nathan Ellis to Nitish Rana, no run,",Kolkata Knight Riders
2,2,31,5.1,0,Venkatesh Iyer,Sikandar Raza,"Sikandar Raza to Venkatesh Iyer, no run,",Kolkata Knight Riders
2,2,32,5.2,1,Venkatesh Iyer,Sikandar Raza,"Sikandar Raza to Venkatesh Iyer, 1 run,",Kolkata Knight Riders
2,2,33,5.3,1,Nitish Rana,Sikandar Raza,"Sikandar Raza to Nitish Rana, 1 run,",Kolkata Knight Riders
2,2,34,5.4,1wd,Venkatesh Iyer,Sikandar Raza,"Sikandar Raza to Venkatesh Iyer, 1 wide,",Kolkata Knight Riders
